Pronoun-offset,A-offset,B-offset,offsetPronoun-A,offsetPronoun-B,pre_predict-A,pre_predict-B,pre_predict-N,tar_predict-A,tar_predict-B,tar_predict-N,PronounType,GenderBin,CountNounA,CountNounB,Pronoun_binary,IsFinalPro,IsInitialPro
211,231,248,20,37,0.45907749050674657,0.43017959902390246,0.11074291046935082,0.4056160042565185,0.4819780507323774,0.11240594501110407,1,0,1,1,2,0,1
262,165,221,-97,-41,0.35154346958739374,0.5209694207645169,0.1274871096480896,0.42279437847021467,0.4676788332851692,0.10952678824461634,0,0,1,1,0,1,0
339,261,314,-78,-25,0.4842590765906027,0.423080573577861,0.09266034983153619,0.4240632979117164,0.4662051098985035,0.10973159218978033,1,0,2,1,2,1,0
255,36,102,-219,-153,0.4148492532570642,0.4645189887820506,0.12063175796088536,0.5035868784064692,0.3629815048627349,0.13343161673079584,0,0,1,1,0,1,0
446,394,430,-52,-16,0.4847048562516045,0.3981965376389492,0.11709860610944645,0.3817110029471692,0.5055511925060988,0.11273780454673138,1,0,1,1,2,1,0
227,196,213,-31,-14,0.47999173339635703,0.4098556565417648,0.11015261006187836,0.46910985203437366,0.4183097592127949,0.11258038875283115,1,0,1,2,2,1,0
392,412,473,20,81,0.4257579628639478,0.4559421122439192,0.11829992489213297,0.4723884915680318,0.40856156192855797,0.11904994650340985,1,1,1,1,4,0,1
263,145,187,-118,-76,0.45035739331708124,0.42495861800075985,0.124683988682159,0.5000542137664368,0.37325450898746243,0.1266912772461007,0,1,1,1,1,1,0
291,223,239,-68,-52,0.5055470437033199,0.356292836488266,0.1381601198084142,0.5126801507715385,0.3723459815099348,0.11497386771852688,0,0,3,1,0,1,0
270,177,216,-93,-54,0.37025720411629287,0.5105990873504083,0.11914370853329875,0.4005046884496124,0.4866496330976972,0.11284567845269049,1,0,3,4,2,1,0
359,252,372,-107,13,0.20116288570655502,0.6716579439871888,0.12717917030625625,0.4651669746664249,0.42439635886629645,0.11043666646727837,1,0,1,2,2,0,0
191,221,234,30,43,0.44220713337996903,0.44337273482313766,0.11442013179689288,0.4812931687770087,0.404708577341696,0.11399825388129521,1,0,2,1,2,0,1
305,273,288,-32,-17,0.3948796996971387,0.4640571455875816,0.14106315471527953,0.4489319987316899,0.43988456791704117,0.11118343335126893,1,0,1,2,2,1,0
218,241,269,23,51,0.4452873196928652,0.43653425780697735,0.11817842250015745,0.37721260269216883,0.5122339429044608,0.11055345440337032,1,0,2,3,2,0,1
277,251,322,-26,45,0.44956186518878294,0.43310249109480514,0.11733564371641231,0.47429907118657283,0.41427594071528817,0.11142498809813886,1,0,1,3,2,0,0
274,216,226,-58,-48,0.4395468838325345,0.4476778307105508,0.11277528545691495,0.3962088699697088,0.4919625966498755,0.11182853338041585,1,0,1,2,3,1,0
322,279,303,-43,-19,0.4271213492142009,0.4475318312209321,0.12534681956486693,0.43730661339119015,0.45049509384945363,0.11219829275935629,1,1,2,2,4,1,0
300,254,274,-46,-26,0.4512351043046248,0.4365557298921237,0.11220916580325153,0.5161058465111175,0.3676504757490119,0.11624367773987078,0,0,4,4,0,1,0
303,161,269,-142,-34,0.2603669030143323,0.6155283157408052,0.12410478124486232,0.5317082813733922,0.35377031495157674,0.11452140367503101,0,0,1,1,0,1,0
278,215,287,-63,9,0.4369092996666508,0.44478508489506,0.11830561543828906,0.4770085043244703,0.400419047628138,0.12257244804739148,1,0,1,1,2,0,0
322,371,430,49,108,0.46778795104504745,0.3988029230844234,0.1334091258705291,0.4223705052711787,0.4690889626515101,0.10854053207731108,1,0,1,4,2,0,1
304,365,418,61,114,0.44754495922101534,0.4281757717828488,0.12427926899613563,0.4039402896679568,0.4849241833261641,0.11113552700587905,1,1,1,2,4,0,1
373,274,311,-99,-62,0.5694884156898168,0.2960744930298803,0.1344370912803026,0.4206400097345484,0.46768292393901184,0.11167706632643984,0,1,2,1,1,1,0
136,0,85,-136,-51,0.5046185379764574,0.38497618019578195,0.1104052818277609,0.4447960869387069,0.44200887108444425,0.11319504197684871,0,0,1,1,0,1,0
475,340,389,-135,-86,0.2887841980511673,0.6281331450185663,0.08308265693026619,0.5073221907390183,0.37743275921365627,0.11524505004732538,0,1,1,1,1,1,0
551,441,475,-110,-76,0.4013837611220523,0.4848423709046208,0.11377386797332675,0.3596664665667622,0.5269953384311358,0.11333819500210211,0,1,2,2,1,1,0
327,303,351,-24,24,0.4702717056032351,0.40261118132924467,0.12711711306752005,0.5431583645240274,0.3396890746368743,0.11715256083909799,0,0,6,1,0,0,0
274,163,191,-111,-83,0.4055420601515307,0.4936391518515564,0.10081878799691286,0.49278006313283756,0.3840496727076574,0.12317026415950492,0,0,2,1,0,1,0
285,210,345,-75,60,0.3034070099416271,0.5577450094101584,0.13884798064821435,0.3347082179273266,0.5562040876475739,0.10908769442509919,1,0,1,3,2,0,0
58,0,43,-58,-15,0.49727107484177185,0.39277560517228566,0.1099533199859424,0.4461157298935057,0.44042564731334466,0.11345862279314979,0,0,1,1,0,1,0
419,145,187,-274,-232,0.40357214349392534,0.4496347797095425,0.14679307679653203,0.4674539886874001,0.4024289792429818,0.13011703206961842,1,0,1,3,2,1,0
284,78,109,-206,-175,0.5046185379764574,0.38497618019578195,0.1104052818277609,0.4447960869387069,0.44200887108444425,0.11319504197684871,0,0,1,1,0,1,0
383,334,360,-49,-23,0.2771207217763359,0.6172233277465475,0.10565595047711665,0.4550716957157207,0.42995343669287955,0.11497486759139952,1,1,2,4,4,1,0
290,219,235,-71,-55,0.506871709567977,0.39273990759338506,0.10038838283863814,0.44401382869609557,0.4451924870886329,0.11079368421527151,1,0,3,2,3,1,0
327,219,344,-108,17,0.40390273226688805,0.4796442756216323,0.11645299211147976,0.34488004340901196,0.5425990001242045,0.1125209564667834,1,1,3,3,4,0,0
423,246,286,-177,-137,0.4904710020664186,0.40820663036901106,0.10132236756457053,0.5440973995813935,0.3444866101472959,0.11141599027131044,0,0,2,1,0,1,0
624,726,809,102,185,0.4323848484472594,0.4600487236161719,0.10756642793656852,0.4969959692791603,0.39215491085645454,0.11084911986438534,0,0,5,1,0,0,1
597,485,582,-112,-15,0.4723671063930693,0.41874462602380996,0.10888826758312038,0.427290242686463,0.4616843533990254,0.11102540391451154,1,1,3,1,4,1,0
383,255,289,-128,-94,0.2291952403457076,0.6194788436332728,0.1513259160210194,0.523203991696566,0.35535054532787774,0.12144546297555632,1,0,3,1,2,1,0
431,373,402,-58,-29,0.20469005042101443,0.6425975658200676,0.15271238375891805,0.40428292189888954,0.48315946761693485,0.11255761048417526,1,1,4,3,4,1,0
276,132,219,-144,-57,0.3430279377093519,0.5293740538371767,0.12759800845347122,0.39191224689321075,0.49585827766428575,0.1122294754425036,1,0,1,3,2,1,0
249,193,268,-56,19,0.4137405627052619,0.4698136585810741,0.1164457787136639,0.3599673634182909,0.5266364770740194,0.11339615950768972,0,0,1,4,0,0,0
259,178,221,-81,-38,0.4825280462202666,0.3994975045063316,0.11797444927340171,0.5244060488194001,0.35941045529971016,0.11618349588088966,0,0,2,1,0,1,0
328,348,365,20,37,0.37349744734740103,0.4870206147229644,0.13948193792963476,0.3943905935478887,0.49285094582271943,0.11275846062939182,1,1,2,3,4,0,1
124,79,103,-45,-21,0.506279813338706,0.38043783465009867,0.11328235201119523,0.48500541864386876,0.39648084468565453,0.11851373667047665,1,0,1,2,2,1,0
296,123,209,-173,-87,0.5046185379764574,0.38497618019578195,0.1104052818277609,0.4447960869387069,0.44200887108444425,0.11319504197684871,0,0,1,1,0,1,0
108,67,79,-41,-29,0.5046185379764574,0.38497618019578195,0.1104052818277609,0.4447960869387069,0.44200887108444425,0.11319504197684871,0,1,1,1,1,1,0
398,255,374,-143,-24,0.49711844437792124,0.40214049164521004,0.10074106397686884,0.541755121857166,0.345148391705022,0.11309648643781174,0,0,2,1,0,1,0
283,198,248,-85,-35,0.5200403467574162,0.3651751255468712,0.11478452769571251,0.42452805700605944,0.4646302418152394,0.11084170117870124,1,0,1,1,2,1,0
320,264,304,-56,-16,0.5022377038333031,0.3793773076609321,0.11838498850576477,0.46226062427516385,0.42492778591791946,0.11281158980691651,1,0,2,2,3,1,0
271,187,215,-84,-56,0.4623411560351904,0.4252235106317745,0.1124353333330352,0.44423649987751496,0.44474615116307764,0.11101734895940762,1,0,2,1,2,1,0
400,239,299,-161,-101,0.4382237640829986,0.4355168878853761,0.12625934803162525,0.5319438540161961,0.34989508265857744,0.11816106332522645,0,1,1,1,1,1,0
379,247,363,-132,-16,0.4628917854817082,0.4007504562141621,0.13635775830412974,0.5386525039601986,0.34823224638562905,0.11311524965417236,0,0,1,1,0,1,0
409,339,370,-70,-39,0.5415161682424438,0.342745480637243,0.11573835112031301,0.5463236506781878,0.34011547028440947,0.11356087903740265,1,1,1,1,4,1,0
293,394,480,101,187,0.5121355464741218,0.3845284010128797,0.10333605251299874,0.5408131622548287,0.3436406896222908,0.11554614812288024,1,0,3,2,2,0,1
461,375,426,-86,-35,0.452123127187731,0.42336905700507826,0.12450781580719089,0.505162984295014,0.3786066434536692,0.11623037225131659,1,1,1,4,4,1,0
455,481,586,26,131,0.33231349844322317,0.5649897229811649,0.10269677857561209,0.5443927823260959,0.34121934744028226,0.11438787023362199,1,0,4,1,2,0,1
299,327,360,28,61,0.45234969159317134,0.42835663044076233,0.11929367796606642,0.44801528998455453,0.4396910625396878,0.11229364747575782,1,0,1,1,2,0,1
418,332,370,-86,-48,0.38152040243045465,0.5043257825288692,0.1141538150406764,0.40015519087476076,0.4877107230318782,0.11213408609336113,1,1,1,4,4,1,0
310,318,369,8,59,0.36690116594519556,0.5051157533802376,0.12798308067456693,0.41411717364288514,0.46349645465147765,0.1223863717056373,1,0,1,1,3,0,1
331,280,317,-51,-14,0.5544527437260621,0.3442984988596547,0.10124875741428335,0.438001356932412,0.4511967865620024,0.11080185650558556,1,0,1,1,2,1,0
370,257,318,-113,-52,0.32697558680731753,0.5410703007392095,0.1319541124534731,0.47107043641156454,0.41849991053515173,0.11042965305328377,1,0,1,1,2,1,0
362,374,448,12,86,0.5038036015465729,0.39066158956568503,0.10553480888774212,0.544307864094596,0.3435787983094532,0.11211333759595114,1,0,5,1,2,0,1
276,288,442,12,166,0.44782139258515485,0.4424220575952361,0.10975654981960917,0.4719448323727789,0.40769430909012466,0.12036085853709635,1,0,2,1,2,0,1
267,313,335,46,68,0.3181376186705529,0.5725302783474984,0.10933210298194863,0.3731242630620991,0.521727228151417,0.10514850878648374,0,0,1,1,0,0,1
295,312,340,17,45,0.44196023104828924,0.4483330034442645,0.10970676550744629,0.3372379523664774,0.5499495976071778,0.11281245002634478,1,0,1,1,2,0,1
450,383,571,-67,121,0.19983746327583976,0.6924874220683127,0.10767511465584739,0.5420141877688487,0.3312676875759783,0.12671812465517315,1,0,3,2,2,0,0
535,486,515,-49,-20,0.32458746439581726,0.5521624452652234,0.12325009033895941,0.5451435715874917,0.3379826087895089,0.11687381962299924,1,0,2,1,2,1,0
165,0,107,-165,-58,0.5034489596721566,0.3699313497730058,0.12661969055483752,0.5148759321539497,0.36890204830607065,0.1162220195399795,0,1,1,1,1,1,0
481,329,439,-152,-42,0.415472899914871,0.4535429293226752,0.13098417076245372,0.5788644348384251,0.2973512902610031,0.1237842749005717,0,0,1,1,0,1,0
287,182,264,-105,-23,0.425435889209624,0.4619519209350675,0.11261218985530831,0.484069663207385,0.4041986022952319,0.1117317344973833,0,0,1,1,0,1,0
360,246,273,-114,-87,0.45529072368140194,0.4115054928466366,0.1332037834719616,0.4617211014262236,0.41942303980232637,0.11885585877145002,1,0,1,1,3,1,0
468,387,435,-81,-33,0.42561589167669295,0.4409816638034627,0.13340244451984443,0.4373860795152149,0.44937825202571774,0.11323566845906706,0,0,1,3,0,1,0
304,186,265,-118,-39,0.4253097241640152,0.4623471286684811,0.11234314716750377,0.4298360692766002,0.4486405958937264,0.12152333482967351,0,1,2,1,1,1,0
181,50,145,-131,-36,0.4777472801070658,0.41904911151148866,0.10320360838144561,0.52870681964566,0.3583478612984536,0.1129453190558866,1,0,3,1,2,1,0
319,264,305,-55,-14,0.4087329681137191,0.48522111922483635,0.10604591266144463,0.4472931939767102,0.4413056759056594,0.11140113011763059,0,0,1,2,0,1,0
481,261,348,-220,-133,0.44985444775581274,0.4118931280677746,0.13825242417641267,0.5460059781895993,0.3365767195106551,0.11741730229974562,0,0,1,4,0,1,0
374,336,363,-38,-11,0.4963709316027936,0.39495710612824275,0.1086719622689634,0.40714443964730185,0.48014008026099325,0.11271548009170516,1,0,3,1,2,1,0
294,334,389,40,95,0.4680578218224734,0.404859094573707,0.12708308360381926,0.4343997563424296,0.45619786839644727,0.10940237526112309,1,0,3,3,2,0,1
264,280,325,16,61,0.5887300660171859,0.3143809739705252,0.09688896001228894,0.4899667704983092,0.3976761267879399,0.11235710271375081,1,1,3,1,4,0,1
75,0,55,-75,-20,0.46883363103282283,0.4167587529865754,0.11440761598060173,0.4596949325442203,0.4273188334719221,0.11298623398385754,0,1,1,1,1,1,0
334,288,382,-46,48,0.35807141433910317,0.5179857193004994,0.12394286636039716,0.3899649360263079,0.5003086803960286,0.10972638357766347,1,0,2,2,2,0,0
485,286,433,-199,-52,0.4093131327022272,0.4530238254143913,0.13766304188338133,0.5322133334344922,0.3542494857521393,0.11353718081336842,0,0,2,1,0,1,0
635,544,577,-91,-58,0.2648497714602846,0.5676826220735517,0.16746760646616396,0.5267747970713501,0.30311834776273255,0.17010685516591734,1,0,1,1,2,1,0
269,331,359,62,90,0.5190150395402336,0.3748439981326844,0.10614096232708198,0.5312992153652688,0.35125406818400345,0.11744671645072782,0,1,2,3,1,0,1
551,268,356,-283,-195,0.5301132413547044,0.35050037051584293,0.11938638812945263,0.45388750674518596,0.43592789462183307,0.11018459863298079,1,0,2,2,2,1,0
472,392,449,-80,-23,0.45612959057438035,0.41630021482501756,0.1275701946006024,0.3695281049284829,0.5215864430572814,0.10888545201423559,1,1,2,2,4,1,0
231,131,176,-100,-55,0.48395072926765975,0.41045478051031886,0.10559449022202153,0.5013190161598454,0.3875596063289932,0.11112137751116147,0,0,1,1,0,1,0
235,0,124,-235,-111,0.42731880825011687,0.46304012609226025,0.10964106565762262,0.5213560129011259,0.3614566146293748,0.11718737246949934,0,1,1,1,1,1,0
309,246,265,-63,-44,0.47605664862892955,0.414370514600242,0.10957283677082842,0.46047192047379754,0.4222293006921984,0.11729877883400426,1,0,1,1,2,1,0
95,16,43,-79,-52,0.5278596990634598,0.3641177784689881,0.10802252246755202,0.4746746434130106,0.41213316863037086,0.11319218795661866,1,1,1,1,4,1,0
284,189,262,-95,-22,0.4501340824227581,0.4451713088195654,0.1046946087576764,0.46521640583020046,0.42609625558562786,0.10868733858417166,1,0,2,1,3,1,0
391,408,422,17,31,0.33176006089661564,0.5499115943713363,0.11832834473204813,0.4999179744603223,0.3846455307810258,0.11543649475865181,1,0,2,3,2,0,1
326,250,278,-76,-48,0.31298677663497926,0.5192589497158019,0.16775427364921885,0.3675574982750899,0.5186317178533463,0.11381078387156386,0,0,1,4,0,1,0
486,443,460,-43,-26,0.35929346839373527,0.509245783274942,0.13146074833132265,0.4204220880419992,0.4584427938809498,0.12113511807705117,1,0,3,1,2,1,0
255,180,205,-75,-50,0.3639144169453018,0.509598822037265,0.12648676101743295,0.49185623157372144,0.3904113174988164,0.11773245092746226,0,0,1,1,0,1,0
355,273,342,-82,-13,0.43593738868985193,0.4129744081551679,0.15108820315498012,0.5432086098899795,0.3338317806287392,0.12295960948128112,0,0,4,1,0,1,0
85,0,15,-85,-70,0.5085922571349157,0.3787761786636058,0.11263156420147852,0.5023566873356216,0.3840306744544418,0.11361263820993676,0,0,1,1,0,1,0
423,226,282,-197,-141,0.46335195703737403,0.4364890968992921,0.1001589460633339,0.4496494883154034,0.437903280933502,0.1124472307510945,1,0,1,4,2,1,0
498,411,516,-87,18,0.41892886730920953,0.36781619039688207,0.2132549422939084,0.5314666437624201,0.3144651510205075,0.1540682052170723,0,0,1,5,0,0,0
455,201,298,-254,-157,0.459924850346554,0.4349430566669586,0.1051320929864876,0.4318829008410143,0.4555408066973237,0.11257629246166159,0,0,1,1,0,1,0
291,241,268,-50,-23,0.4446837444165755,0.43388818978113314,0.12142806580229126,0.5217911193733976,0.3599944568304071,0.11821442379619523,1,1,1,2,4,1,0
269,218,290,-51,21,0.40901580446214647,0.45467878469585815,0.1363054108419951,0.4279643381438138,0.45886091700088655,0.11317474485529956,0,1,2,3,1,0,0
289,254,274,-35,-15,0.3518134779671432,0.5241140227597794,0.12407249927307738,0.40868755538525187,0.4800320570857778,0.11128038752897045,1,0,1,2,3,1,0
489,419,474,-70,-15,0.35978033583613184,0.5279909670763063,0.1122286970875623,0.466853291382058,0.4172266565421863,0.11592005207575556,1,0,1,1,2,1,0
326,264,279,-62,-47,0.3680136431597987,0.5023113636438602,0.12967499319634115,0.37075907380387907,0.5169590656021201,0.11228186059400093,1,0,1,2,2,1,0
365,250,303,-115,-62,0.3273005461427261,0.5566401936262938,0.11605926023097991,0.4001416074965808,0.48870829797847687,0.11115009452494261,0,0,3,2,0,1,0
317,272,293,-45,-24,0.3369013589598662,0.5265144424964358,0.13658419854369774,0.4101196268217974,0.47882039074420035,0.11105998243400196,1,0,2,3,2,1,0
582,438,452,-144,-130,0.4072770069234103,0.46878807974181863,0.12393491333477094,0.5405957354593922,0.33651554931531324,0.12288871522529458,0,0,2,1,0,1,0
312,350,481,38,169,0.4543593140305367,0.41182392332747864,0.1338167626419847,0.5259521437051012,0.3598522440342181,0.11419561226068047,1,0,2,1,2,0,1
791,701,751,-90,-40,0.4591297568176311,0.42947133907592233,0.11139890410644636,0.5439133254240789,0.339197493238219,0.11688918133770188,1,0,1,1,2,1,0
443,371,426,-72,-17,0.417322614895771,0.43601916517139877,0.1466582199328303,0.5389780276400139,0.33820190656126914,0.12282006579871714,0,0,3,2,0,1,0
143,85,118,-58,-25,0.4195874235538791,0.45495080913987435,0.1254617673062467,0.46024312463354056,0.4269454402420978,0.11281143512436169,0,1,1,2,1,1,0
439,314,360,-125,-79,0.4512338908970227,0.4327388910646911,0.1160272180382865,0.4541480915163238,0.4397441875321749,0.10610772095150098,1,0,1,1,2,1,0
314,220,293,-94,-21,0.4060873128216775,0.4660101407256837,0.12790254645263868,0.431985151062929,0.4559429067905874,0.11207194214648344,0,0,1,1,0,1,0
269,63,246,-206,-23,0.45032385826993465,0.42957382109186,0.12010232063820529,0.4643298735684074,0.4223174805456035,0.11335264588598921,1,0,1,2,2,1,0
285,302,379,17,94,0.5437205103155838,0.3413245354496816,0.11495495423473466,0.45990543942111733,0.41463558976686066,0.1254589708120222,1,0,1,1,2,0,1
316,361,377,45,61,0.3451814246298732,0.5251389886883644,0.12967958668176213,0.3470060398666657,0.5384133969439869,0.11458056318934698,1,0,1,1,2,0,1
342,20,228,-322,-114,0.2551593862523542,0.6363056679667956,0.10853494578085017,0.39633806968927104,0.4979892152637739,0.10567271504695493,0,1,1,1,1,1,0
310,219,280,-91,-30,0.2011022246943588,0.6672204929164051,0.131677282389236,0.32074569289673205,0.5711270462986289,0.10812726080463907,1,0,2,3,2,1,0
296,260,273,-36,-23,0.39351333141624173,0.4942907480805608,0.1121959205031974,0.41851534747458685,0.4686074040174305,0.11287724850798261,0,0,1,3,0,1,0
351,276,341,-75,-10,0.47380580305972714,0.42530004295196544,0.10089415398830746,0.4819336539148707,0.40073830136857025,0.11732804471655867,0,0,1,2,0,1,0
494,181,247,-313,-247,0.5363242131295768,0.3464863160285785,0.11718947084184451,0.4736081117884262,0.4108046193553229,0.11558726885625073,1,0,1,1,3,1,0
370,320,337,-50,-33,0.41205546324788545,0.4523609581789553,0.13558357857315917,0.5421650456910931,0.3397689445343515,0.1180660097745554,1,1,1,1,4,1,0
229,241,357,12,128,0.5676612024869647,0.3350184870768377,0.09732031043619782,0.4531182141910044,0.4297733544616561,0.11710843134733959,1,1,1,1,4,0,1
374,307,351,-67,-23,0.4313874377648469,0.45390229829757933,0.11471026393757361,0.4471166280765911,0.43798724127975486,0.11489613064365407,1,0,1,3,3,1,0
317,247,261,-70,-56,0.42090225572570117,0.4684126873800572,0.11068505689424167,0.5091764951372222,0.37625281199167543,0.11457069287110229,0,1,3,1,1,1,0
354,333,367,-21,13,0.49521726518972886,0.40536498109964114,0.09941775371062997,0.4253004660273679,0.4633199739335286,0.11137956003910349,1,1,1,1,4,0,0
409,353,367,-56,-42,0.4806536439298503,0.4021771439629594,0.1171692121071901,0.3848106554870564,0.5030381890394251,0.11215115547351842,1,1,1,1,4,1,0
278,195,248,-83,-30,0.3648225878831142,0.5195323302503451,0.11564508186654057,0.45626044444879194,0.429059464198244,0.11468009135296425,1,0,1,2,3,1,0
312,255,286,-57,-26,0.5046185379764574,0.38497618019578195,0.1104052818277609,0.4447960869387069,0.44200887108444425,0.11319504197684871,0,1,4,1,1,1,0
413,588,616,175,203,0.3393105503204692,0.5207429053658935,0.1399465443136375,0.41320902997127135,0.4770796648054123,0.10971130522331618,1,0,1,2,2,0,1
306,413,503,107,197,0.3655546937592705,0.5034909805785136,0.1309543256622158,0.45134527447182604,0.4370197806693878,0.11163494485878606,1,0,1,2,2,0,1
300,219,280,-81,-20,0.3940836071372466,0.47252058899067145,0.1333958038720819,0.43630370888038167,0.4511492558829775,0.11254703523664052,1,0,1,1,2,1,0
386,315,343,-71,-43,0.2127524322149244,0.6798306370190474,0.10741693076602804,0.3514300443719699,0.5363826756546061,0.11218727997342423,1,1,2,1,4,1,0
425,281,296,-144,-129,0.3785038299835998,0.5062528186140071,0.11524335140239331,0.378880151963148,0.5118693966231735,0.10925045141367846,0,0,2,2,0,1,0
305,264,273,-41,-32,0.39398328027806345,0.4945960956410085,0.11142062408092793,0.46522751582880034,0.4227369793193241,0.11203550485187562,1,1,1,2,4,1,0
388,263,432,-125,44,0.45386049566320663,0.418253408818018,0.12788609551877547,0.403510839493482,0.4867979077218554,0.10969125278466253,1,0,5,3,2,0,0
424,371,401,-53,-23,0.5218795691754049,0.36412642268221673,0.11399400814237842,0.448068695668645,0.43841180028804755,0.11351950404330738,1,0,3,2,2,1,0
309,182,208,-127,-101,0.3984089187677076,0.47756417911385474,0.12402690211843762,0.439932928448031,0.4509609321985015,0.10910613935346755,0,0,1,1,0,1,0
406,260,358,-146,-48,0.3476281430968288,0.530300532115991,0.12207132478718023,0.41671229507776997,0.4745451376611018,0.10874256726112837,0,0,1,3,0,1,0
304,157,275,-147,-29,0.42125839812035376,0.4290288213277244,0.14971278055192153,0.460488463649296,0.4260905487357203,0.11342098761498356,1,0,1,2,2,1,0
308,8,198,-300,-110,0.4606113874368247,0.41311035841325194,0.12627825414992327,0.3836998332159856,0.5050461501094871,0.11125401667452722,1,1,1,2,4,1,0
238,201,222,-37,-16,0.4329571455797062,0.45284860234662305,0.11419425207367077,0.4246560588776674,0.46265437162940276,0.11268956949292981,0,0,1,2,0,1,0
315,506,601,191,286,0.42760332799456513,0.4360265250336903,0.13637014697174432,0.4846220726625324,0.4038726046002417,0.11150532273722596,1,0,3,1,2,0,1
475,285,451,-190,-24,0.2896440307549375,0.5905485453935502,0.11980742385151233,0.4355698532852665,0.4259786136252089,0.13845153308952454,0,0,1,1,0,1,0
556,517,654,-39,98,0.3296134361965211,0.5509353440424404,0.11945121976103842,0.5394387825642409,0.33648003933460535,0.12408117810115377,1,0,1,1,2,0,0
261,133,192,-128,-69,0.4783725081224217,0.4180032709181067,0.10362422095947124,0.5421413086767803,0.34278798516706815,0.11507070615615131,1,0,4,1,2,1,0
752,640,697,-112,-55,0.3356275588780667,0.5171597892274505,0.14721265189448274,0.31687259203716045,0.5690911552672283,0.11403625269561092,0,0,1,5,0,1,0
287,242,259,-45,-28,0.5278748693866999,0.3742915495018437,0.09783358111145636,0.46472087522828187,0.42479687252351694,0.11048225224820107,0,0,2,1,0,1,0
341,312,355,-29,14,0.4271820440048978,0.4565878581690521,0.11623009782604997,0.5433644174851158,0.3414921331568612,0.11514344935802291,1,1,1,3,4,0,0
302,264,288,-38,-14,0.4935658053770646,0.38567203416098683,0.12076216046194839,0.46055633545795643,0.43006412551548845,0.1093795390265552,1,0,1,2,2,1,0
282,43,151,-239,-131,0.5046185379764574,0.38497618019578195,0.1104052818277609,0.4447960869387069,0.44200887108444425,0.11319504197684871,0,0,1,1,0,1,0
369,275,354,-94,-15,0.40330008392703565,0.4848002802928058,0.11189963578015864,0.358323611097949,0.531225398674848,0.11045099022720305,1,0,2,2,2,1,0
395,253,311,-142,-84,0.369348761042713,0.5235141261063745,0.10713711285091236,0.43000902547487174,0.4580802286738247,0.11191074585130334,1,0,2,1,2,1,0
359,266,353,-93,-6,0.436445758119444,0.42462733731355756,0.13892690456699855,0.4613455435375067,0.41056471864339994,0.12808973781909333,1,0,1,2,2,1,0
296,110,173,-186,-123,0.31633826775352225,0.46885619351852975,0.21480553872794772,0.4251580229512344,0.455068181674429,0.1197737953743363,0,0,1,2,0,1,0
315,299,308,-16,-7,0.3534123537315174,0.49567145587635547,0.1509161903921272,0.45368443050982826,0.4212697164940328,0.12504585299613913,0,0,3,1,0,1,0
358,300,321,-58,-37,0.41095214405139713,0.47883062602262433,0.11021722992597877,0.37564156496607665,0.5115842448566874,0.11277419017723636,0,0,1,2,0,1,0
319,219,298,-100,-21,0.3441912111935476,0.530404871480936,0.12540391732551653,0.46401193966860393,0.4240853621369501,0.11190269819444619,0,0,1,1,0,1,0
353,184,387,-169,34,0.33077269505818524,0.5611616458611638,0.10806565908065105,0.3972452122314432,0.49087841487832246,0.11187637289023421,1,1,1,1,4,0,0
336,228,301,-108,-35,0.4470898232973797,0.4036733047142453,0.14923687198837474,0.43655980232586045,0.45315576820306885,0.11028442947107062,0,0,2,1,0,1,0
305,187,250,-118,-55,0.357962472051519,0.5234446651708516,0.11859286277762959,0.469438136896195,0.42277141674543794,0.10779044635836711,0,1,2,1,1,1,0
396,260,356,-136,-40,0.3692649914662434,0.5005293381367976,0.13020567039695888,0.39789623285686465,0.48904541420910264,0.11305835293403245,1,0,2,1,2,1,0
647,505,687,-142,40,0.443252580401885,0.4427072308146125,0.11404018878350267,0.4651768418084914,0.39039212189192146,0.144431036299587,1,0,2,3,2,0,0
429,366,387,-63,-42,0.5397869395911444,0.35826198166340106,0.1019510787454545,0.527086286906757,0.3537316055597225,0.11918210753352028,0,0,2,3,0,1,0
325,340,512,15,187,0.47003611939693374,0.41882802134499997,0.11113585925806643,0.4555664452364932,0.43143483317909204,0.11299872158441486,1,1,2,1,4,0,1
379,295,361,-84,-18,0.40034144525067833,0.4818194280228459,0.11783912672647552,0.5437417527534637,0.3422617898763781,0.11399645737015798,1,0,3,2,3,1,0
326,242,276,-84,-50,0.3983586080072199,0.48423686552988937,0.11740452646289064,0.47704971148159137,0.40105240488454347,0.12189788363386538,0,0,1,2,0,1,0
270,201,228,-69,-42,0.40721187244142504,0.47505173906021086,0.11773638849836385,0.4546968379639789,0.43500181825442485,0.11030134378159617,1,0,1,1,2,1,0
342,293,357,-49,15,0.3620823540155172,0.5168491767875403,0.12106846919694227,0.3864870388499692,0.5022326467198449,0.11128031443018602,1,0,1,2,2,0,0
410,173,236,-237,-174,0.4831205362285823,0.40383954441678654,0.11303991935463102,0.5431359452927327,0.3446435850627918,0.11222046964447531,0,0,1,1,0,1,0
316,269,337,-47,21,0.37791911763495234,0.4934667147392598,0.12861416762578765,0.3594018108926006,0.5332403991876519,0.1073577899197478,0,0,3,3,0,0,0
309,142,257,-167,-52,0.4975478327356382,0.39254084962431796,0.10991131764004394,0.46758816986754426,0.41849718001924374,0.11391465011321203,1,1,1,1,4,1,0
